Kingdom,Phylum,Class,Order,Family,Genus,Species,Common Name,Model,Model Level,Sedentary,Max Depth (m),Min Depth (m),count
Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus imitator,Imitator Damselfish,Assets/SpecimenPrefabs/Pomacentridae.prefab,Family,FALSE,12.19202438,12.19202438,1
Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus simsiang,Lemon Damselfish,Assets/SpecimenPrefabs/Pomacentridae.prefab,Family,FALSE,16.15443231,16.15443231,1
Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes diencaeus,Honey Damselfish,Assets/SpecimenPrefabs/Pomacentridae.prefab,Family,FALSE,12.4,8.2,4
Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes partitus,Bicolor Damselfish,Assets/SpecimenPrefabs/Pomacentridae.prefab,Family,FALSE,30,22.86004572,2
Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes planifrons,Threespot Damselfish,Assets/SpecimenPrefabs/Pomacentridae.prefab,Family,FALSE,16.15443231,16.15443231,1
Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus guacamaia,Rainbow Parrotfish,Assets/SpecimenPrefabs/Scaridae.prefab,Family,FALSE,17,17,1
Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus psittacus,Common Parrotfish,Assets/SpecimenPrefabs/Scaridae.prefab,Family,FALSE,22.93999492,4,5
Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus rubroviolaceus,Bicolor Parrotfish,Assets/SpecimenPrefabs/Scaridae.prefab,Family,FALSE,30.48006096,1.79,3
Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus vetula,Queen Parrotfish,Assets/SpecimenPrefabs/Scaridae.prefab,Family,FALSE,70,12,11
Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,Sparisoma amplum,Reef Parrotfish,Assets/SpecimenPrefabs/Scaridae.prefab,Family,FALSE,11,11,1
Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,Sparisoma aurofrenatum,Redband Parrotfish,Assets/SpecimenPrefabs/Scaridae.prefab,Family,FALSE,20,17.67843536,2
Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,Sparisoma chrysopterum,Blue Parrotfish,Assets/SpecimenPrefabs/Scaridae.prefab,Family,FALSE,20,11,3
Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,Sparisoma viride,Dark Green Parrotfish,Assets/SpecimenPrefabs/Scaridae.prefab,Family,FALSE,43.5,9.2,23
Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Equetus,Equetus lanceolatus,Jackknife Fish,Assets/SpecimenPrefabs/Sciaenidae.prefab,Family,FALSE,45,8.84,4
Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Equetus,Equetus punctatus,Spotted Drum,Assets/SpecimenPrefabs/Sciaenidae.prefab,Family,FALSE,36.57607315,9.2,17
Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Acanthocybium,Acanthocybium solandri,Wahoo,Assets/SpecimenPrefabs/Scombridae.prefab,Family,FALSE,26,15,8
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,Pterois,Unspecified,Assets/SpecimenPrefabs/Pterois.prefab,Genus,FALSE,35.1,5.913131826,9
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,Pterois antennata,Banded Lionfish,Assets/SpecimenPrefabs/Pterois.prefab,Genus,FALSE,17.98323597,11,2
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,Pterois volitans,Red Lionfish,Assets/SpecimenPrefabs/Pterois.prefab,Genus,FALSE,100,6,75
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena grandicornis,Grass Scorpionfish,Assets/SpecimenPrefabs/Scorpaena.prefab,Genus,FALSE,30.48006096,18.28803658,2
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena inermis,Mushroom Scorpionfish,Assets/SpecimenPrefabs/Scorpaena.prefab,Genus,FALSE,17,17,1
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena plumieri,Spotted Scorpionfish,Assets/SpecimenPrefabs/Scorpaena.prefab,Genus,FALSE,17,15,3
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena porcus,Black Scorpionfish,Assets/SpecimenPrefabs/Scorpaena.prefab,Genus,FALSE,30,18,3
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus,Unspecified,Assets/SpecimenPrefabs/Serranidae.prefab,Family,FALSE,16.79451359,16.79451359,1
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus aeneus,White Grouper,Assets/SpecimenPrefabs/Serranidae.prefab,Family,FALSE,14.99618999,14.99618999,1
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus analogus,Spotted Grouper,Assets/SpecimenPrefabs/Serranidae.prefab,Family,FALSE,30.48006096,13.71602743,3
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus itajara,Atlantic Goliath Grouper,Assets/SpecimenPrefabs/Serranidae.prefab,Family,FALSE,25.5,14.5,7
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus morio,Red Grouper,Assets/SpecimenPrefabs/Serranidae.prefab,Family,FALSE,17.98323597,17.98323597,1
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus striatus,Nassau Grouper,Assets/SpecimenPrefabs/Serranidae.prefab,Family,FALSE,80,11.5,13
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca bonaci,Black Grouper,Assets/SpecimenPrefabs/Serranidae.prefab,Family,FALSE,30,8.23,8
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca venenosa,Yellowfin Grouper,Assets/SpecimenPrefabs/Serranidae.prefab,Family,FALSE,30.48006096,7.62001524,12
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena,Unspecified,Assets/SpecimenPrefabs/Sphyraenidae.prefab,Family,FALSE,30.48006096,5.913131826,2
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena barracuda,Great Barracuda,Assets/SpecimenPrefabs/Sphyraenidae.prefab,Family,FALSE,80,5.38,45
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena ensis,Mexican Barracuda,Assets/SpecimenPrefabs/Sphyraenidae.prefab,Family,FALSE,80,16.2,2
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena guachancho,Guachanche Barracuda,Assets/SpecimenPrefabs/Sphyraenidae.prefab,Family,FALSE,18.59283719,16,4
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena japonica,Japanese Barracuda,Assets/SpecimenPrefabs/Sphyraenidae.prefab,Family,FALSE,66,66,1
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena lucasana,Lucas Barracuda,Assets/SpecimenPrefabs/Sphyraenidae.prefab,Family,FALSE,32.31,16,4
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena picudilla,Little Barracuda,Assets/SpecimenPrefabs/Sphyraenidae.prefab,Family,FALSE,22,17.98323597,3
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena putnamae,Blackfin Barracuda,Assets/SpecimenPrefabs/Sphyraenidae.prefab,Family,FALSE,33,9.144018288,7
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena sphyraena,European Barracuda,Assets/SpecimenPrefabs/Sphyraenidae.prefab,Family,FALSE,18.8976378,10,7
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus,Unspecified,Assets/SpecimenPrefabs/Syngnathidae.prefab,Family,FALSE,9.5,9.5,1
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus erectus,Lined Seahorse,Assets/SpecimenPrefabs/Syngnathidae.prefab,Family,FALSE,15,15,1
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus guttulatus,Long-snouted Seahorse,Assets/SpecimenPrefabs/Syngnathidae.prefab,Family,FALSE,10.5,9.753619507,3
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus hippocampus,Short-snouted Seahorse,Assets/SpecimenPrefabs/Syngnathidae.prefab,Family,FALSE,24.68884938,24.68884938,1
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus ingens,Pacific Seahorse,Assets/SpecimenPrefabs/Syngnathidae.prefab,Family,FALSE,9.5,9.5,1
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus kelloggi,Great Seahorse,Assets/SpecimenPrefabs/Syngnathidae.prefab,Family,FALSE,16,16,3
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus kuda,Common Seahorse,Assets/SpecimenPrefabs/Syngnathidae.prefab,Family,FALSE,18.28803658,18.28803658,1
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus reidi,Longsnout Seahorse,Assets/SpecimenPrefabs/Syngnathidae.prefab,Family,FALSE,21.3,21.3,1
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides nephelus,Southern Puffer,Assets/SpecimenPrefabs/Tetraodontidae.prefab,Family,FALSE,20,10,3
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides rosenblatti,Oval Puffer,Assets/SpecimenPrefabs/Tetraodontidae.prefab,Family,FALSE,29.26085852,29.26085852,1
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides spengleri,Bandtail Puffer,Assets/SpecimenPrefabs/Tetraodontidae.prefab,Family,FALSE,20,15.2,3
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides testudineus,Checkered Puffer,Assets/SpecimenPrefabs/Tetraodontidae.prefab,Family,FALSE,17,15,2
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides yergeri,Speckled Puffer,Assets/SpecimenPrefabs/Tetraodontidae.prefab,Family,FALSE,14,14,1
