Kingdom,Phylum,Class,Order,Family,Genus,Species,Common Name,Model,Model Level,Sedentary,Max Depth (m),Min Depth (m),count
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena plumieri,Spotted Scorpionfish,https://skfb.ly/ovpEo,,,17,15,3
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena porcus,Black Scorpionfish,https://skfb.ly/ovpEo,,,30,18,3
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus,Unspecified,https://skfb.ly/orZV9,,,16.79451359,16.79451359,1
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus aeneus,White Grouper,https://skfb.ly/orZV10,,,14.99618999,14.99618999,1
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus analogus,Spotted Grouper,https://skfb.ly/orZV11,,,30.48006096,13.71602743,3
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus itajara,Atlantic Goliath Grouper,https://skfb.ly/orZV12,,,25.5,14.5,7
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus morio,Red Grouper,https://skfb.ly/orZV13,,,17.98323597,17.98323597,1
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus striatus,Nassau Grouper,https://skfb.ly/orZV14,,,80,11.5,13
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca bonaci,Black Grouper,https://skfb.ly/orZV9,,,30,8.23,8
Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca venenosa,Yellowfin Grouper,https://skfb.ly/orZV10,,,30.48006096,7.62001524,12
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena,Unspecified,https://skfb.ly/o8U8J,,,30.48006096,5.913131826,2
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena barracuda,Great Barracuda,https://skfb.ly/o8U8J,,,80,5.38,45
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena ensis,Mexican Barracuda,https://skfb.ly/o8U8J,,,80,16.2,2
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena guachancho,Guachanche Barracuda,https://skfb.ly/o8U8J,,,18.59283719,16,4
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena japonica,Japanese Barracuda,https://skfb.ly/o8U8J,,,66,66,1
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena lucasana,Lucas Barracuda,https://skfb.ly/o8U8J,,,32.31,16,4
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena picudilla,Little Barracuda,https://skfb.ly/o8U8J,,,22,17.98323597,3
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena putnamae,Blackfin Barracuda,https://skfb.ly/o8U8J,,,33,9.144018288,7
Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena sphyraena,European Barracuda,https://skfb.ly/o8U8J,,,18.8976378,10,7
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus,Unspecified,https://skfb.ly/oRKNs,,,9.5,9.5,1
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus erectus,Lined Seahorse,https://skfb.ly/oRKNs,,,15,15,1
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus guttulatus,Long-snouted Seahorse,https://skfb.ly/oRKNs,,,10.5,9.753619507,3
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus hippocampus,Short-snouted Seahorse,https://skfb.ly/oRKNs,,,24.68884938,24.68884938,1
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus ingens,Pacific Seahorse,https://skfb.ly/oRKNs,,,9.5,9.5,1
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus kelloggi,Great Seahorse,https://skfb.ly/oRKNs,,,16,16,3
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus kuda,Common Seahorse,https://skfb.ly/oRKNs,,,18.28803658,18.28803658,1
Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus reidi,Longsnout Seahorse,https://skfb.ly/oRKNs,,,21.3,21.3,1
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides nephelus,Southern Puffer,https://skfb.ly/o7FUJ,,,20,10,3
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides rosenblatti,Oval Puffer,https://skfb.ly/o7FUJ,,,29.26085852,29.26085852,1
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides spengleri,Bandtail Puffer,https://skfb.ly/o7FUJ,,,20,15.2,3
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides testudineus,Checkered Puffer,https://skfb.ly/o7FUJ,,,17,15,2
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides yergeri,Speckled Puffer,https://skfb.ly/o7FUJ,,,14,14,1
